symbol,timeframe,timestamp,open,high,low,close,volume,complete
SYNTHETIC_EUR_USD,1m,2025-01-01T00:30:00+00:00,1.103631,1.103651,1.103574,1.103589,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T00:31:00+00:00,1.103589,1.103713,1.103533,1.103616,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T00:32:00+00:00,1.103616,1.103633,1.103558,1.103610,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T00:33:00+00:00,1.103610,1.103756,1.103506,1.103639,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T00:34:00+00:00,1.103639,1.103650,1.103426,1.103516,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T00:35:00+00:00,1.103516,1.103555,1.103255,1.103336,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T00:36:00+00:00,1.103336,1.103358,1.103030,1.103088,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T00:37:00+00:00,1.103088,1.103194,1.102660,1.102699,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T00:38:00+00:00,1.102699,1.102764,1.102663,1.102693,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T00:39:00+00:00,1.102693,1.102867,1.102613,1.102824,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T00:40:00+00:00,1.102824,1.102901,1.102613,1.102640,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T00:41:00+00:00,1.102640,1.102736,1.102546,1.102615,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T00:42:00+00:00,1.102615,1.102625,1.102406,1.102451,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T00:43:00+00:00,1.102451,1.102842,1.102350,1.102735,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T00:44:00+00:00,1.102735,1.102847,1.102719,1.102804,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T00:45:00+00:00,1.102804,1.103093,1.102740,1.103074,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T00:46:00+00:00,1.103074,1.103091,1.102864,1.102958,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T00:47:00+00:00,1.102958,1.103138,1.102887,1.103075,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T00:48:00+00:00,1.103075,1.103187,1.102969,1.103148,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T00:49:00+00:00,1.103148,1.103302,1.103058,1.103232,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T00:50:00+00:00,1.103232,1.103481,1.103188,1.103449,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T00:51:00+00:00,1.103449,1.103877,1.103382,1.103819,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T00:52:00+00:00,1.103819,1.104049,1.103785,1.104026,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T00:53:00+00:00,1.104026,1.104201,1.103991,1.104166,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T00:54:00+00:00,1.104166,1.104552,1.104086,1.104534,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T00:55:00+00:00,1.104534,1.104912,1.104517,1.104807,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T00:56:00+00:00,1.104807,1.105342,1.104723,1.105305,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T00:57:00+00:00,1.105305,1.105671,1.105233,1.105558,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T00:58:00+00:00,1.105558,1.105915,1.105461,1.105853,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T00:59:00+00:00,1.105853,1.106124,1.105795,1.106104,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T01:00:00+00:00,1.106104,1.106298,1.106042,1.106242,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T01:01:00+00:00,1.106242,1.106532,1.106221,1.106414,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T01:02:00+00:00,1.106414,1.106468,1.106366,1.106413,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T01:03:00+00:00,1.106413,1.106660,1.106354,1.106629,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T01:04:00+00:00,1.106629,1.106750,1.106588,1.106694,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T01:05:00+00:00,1.106694,1.106863,1.106589,1.106804,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T01:06:00+00:00,1.106804,1.107231,1.106788,1.107161,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T01:07:00+00:00,1.107161,1.107565,1.107049,1.107448,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T01:08:00+00:00,1.107448,1.107584,1.107420,1.107481,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T01:09:00+00:00,1.107481,1.107535,1.107390,1.107407,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T01:10:00+00:00,1.107407,1.107458,1.107280,1.107399,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T01:11:00+00:00,1.107399,1.107459,1.107284,1.107341,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T01:12:00+00:00,1.107341,1.107607,1.107221,1.107492,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T01:13:00+00:00,1.107492,1.107519,1.107193,1.107236,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T01:14:00+00:00,1.107236,1.107352,1.107004,1.107078,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T01:15:00+00:00,1.107078,1.107094,1.106708,1.106782,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T01:16:00+00:00,1.106782,1.106847,1.106513,1.106617,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T01:17:00+00:00,1.106617,1.106685,1.106586,1.106666,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T01:18:00+00:00,1.106666,1.106877,1.106582,1.106801,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T01:19:00+00:00,1.106801,1.106909,1.106652,1.106689,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T01:20:00+00:00,1.106689,1.106764,1.106559,1.106637,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T01:21:00+00:00,1.106637,1.106704,1.106282,1.106395,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T01:22:00+00:00,1.106395,1.106427,1.106292,1.106381,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T01:23:00+00:00,1.106381,1.106465,1.106271,1.106314,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T01:24:00+00:00,1.106314,1.106422,1.106221,1.106377,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T01:25:00+00:00,1.106377,1.106579,1.106257,1.106460,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T01:26:00+00:00,1.106460,1.106522,1.106426,1.106504,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T01:27:00+00:00,1.106504,1.106611,1.106381,1.106488,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T01:28:00+00:00,1.106488,1.106852,1.106460,1.106801,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T01:29:00+00:00,1.106801,1.107033,1.106682,1.106956,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T01:30:00+00:00,1.106956,1.107038,1.106870,1.106881,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T01:31:00+00:00,1.106881,1.107117,1.106767,1.107034,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T01:32:00+00:00,1.107034,1.107102,1.107011,1.107077,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T01:33:00+00:00,1.107077,1.107394,1.107000,1.107354,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T01:34:00+00:00,1.107354,1.107717,1.107322,1.107628,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T01:35:00+00:00,1.107628,1.107826,1.107518,1.107762,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T01:36:00+00:00,1.107762,1.108007,1.107742,1.107904,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T01:37:00+00:00,1.107904,1.108052,1.107809,1.108042,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T01:38:00+00:00,1.108042,1.108400,1.108003,1.108320,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T01:39:00+00:00,1.108320,1.108607,1.108309,1.108550,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T01:40:00+00:00,1.108550,1.108656,1.108442,1.108638,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T01:41:00+00:00,1.108638,1.109102,1.108564,1.109000,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T01:42:00+00:00,1.109000,1.109173,1.108976,1.109147,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T01:43:00+00:00,1.109147,1.109376,1.109042,1.109278,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T01:44:00+00:00,1.109278,1.109838,1.109245,1.109729,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T01:45:00+00:00,1.109729,1.110020,1.109622,1.109924,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T01:46:00+00:00,1.109924,1.110212,1.109846,1.110157,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T01:47:00+00:00,1.110157,1.110575,1.110040,1.110470,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T01:48:00+00:00,1.110470,1.110931,1.110363,1.110832,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T01:49:00+00:00,1.110832,1.111182,1.110720,1.111135,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T01:50:00+00:00,1.111135,1.111348,1.111030,1.111250,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T01:51:00+00:00,1.111250,1.111441,1.111228,1.111344,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T01:52:00+00:00,1.111344,1.111450,1.111185,1.111290,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T01:53:00+00:00,1.111290,1.111397,1.111246,1.111336,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T01:54:00+00:00,1.111336,1.111635,1.111301,1.111538,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T01:55:00+00:00,1.111538,1.111623,1.111433,1.111577,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T01:56:00+00:00,1.111577,1.111694,1.111489,1.111530,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T01:57:00+00:00,1.111530,1.111648,1.111308,1.111377,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T01:58:00+00:00,1.111377,1.111490,1.111168,1.111191,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T01:59:00+00:00,1.111191,1.111307,1.111121,1.111160,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T02:00:00+00:00,1.111160,1.111182,1.110976,1.111034,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T02:01:00+00:00,1.111034,1.111110,1.110835,1.110901,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T02:02:00+00:00,1.110901,1.110954,1.110605,1.110678,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T02:03:00+00:00,1.110678,1.110688,1.110443,1.110554,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T02:04:00+00:00,1.110554,1.110700,1.110465,1.110631,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T02:05:00+00:00,1.110631,1.110681,1.110501,1.110518,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T02:06:00+00:00,1.110518,1.110601,1.110203,1.110249,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T02:07:00+00:00,1.110249,1.110338,1.110040,1.110083,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T02:08:00+00:00,1.110083,1.110284,1.110028,1.110240,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T02:09:00+00:00,1.110240,1.110264,1.110066,1.110122,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T02:10:00+00:00,1.110122,1.110280,1.110037,1.110166,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T02:11:00+00:00,1.110166,1.110356,1.110096,1.110313,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T02:12:00+00:00,1.110313,1.110323,1.110212,1.110253,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T02:13:00+00:00,1.110253,1.110335,1.110110,1.110172,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T02:14:00+00:00,1.110172,1.110385,1.110138,1.110326,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T02:15:00+00:00,1.110326,1.110424,1.110155,1.110184,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T02:16:00+00:00,1.110184,1.110382,1.110117,1.110363,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T02:17:00+00:00,1.110363,1.110549,1.110270,1.110449,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T02:18:00+00:00,1.110449,1.110631,1.110414,1.110547,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T02:19:00+00:00,1.110547,1.110789,1.110485,1.110752,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T02:20:00+00:00,1.110752,1.111093,1.110734,1.110990,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T02:21:00+00:00,1.110990,1.111100,1.110903,1.111069,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T02:22:00+00:00,1.111069,1.111453,1.111032,1.111389,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T02:23:00+00:00,1.111389,1.111713,1.111294,1.111620,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T02:24:00+00:00,1.111620,1.111871,1.111563,1.111850,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T02:25:00+00:00,1.111850,1.112290,1.111834,1.112223,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T02:26:00+00:00,1.112223,1.112763,1.112120,1.112725,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T02:27:00+00:00,1.112725,1.112824,1.112607,1.112741,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T02:28:00+00:00,1.112741,1.113085,1.112626,1.113010,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T02:29:00+00:00,1.113010,1.113422,1.112944,1.113333,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T02:30:00+00:00,1.113333,1.113507,1.113263,1.113405,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T02:31:00+00:00,1.113405,1.113662,1.113367,1.113600,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T02:32:00+00:00,1.113600,1.113637,1.113414,1.113494,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T02:33:00+00:00,1.113494,1.113576,1.113454,1.113497,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T02:34:00+00:00,1.113497,1.113516,1.113275,1.113317,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T02:35:00+00:00,1.113317,1.113386,1.113215,1.113241,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T02:36:00+00:00,1.113241,1.113293,1.113154,1.113258,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T02:37:00+00:00,1.113258,1.113313,1.113064,1.113134,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T02:38:00+00:00,1.113134,1.113189,1.112923,1.112955,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T02:39:00+00:00,1.112955,1.113030,1.112482,1.112568,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T02:40:00+00:00,1.112568,1.112673,1.112420,1.112515,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T02:41:00+00:00,1.112515,1.112563,1.112215,1.112308,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T02:42:00+00:00,1.112308,1.112412,1.111990,1.112104,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T02:43:00+00:00,1.112104,1.112175,1.111630,1.111706,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T02:44:00+00:00,1.111706,1.111740,1.111536,1.111570,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T02:45:00+00:00,1.111570,1.111617,1.111220,1.111305,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T02:46:00+00:00,1.111305,1.111359,1.111048,1.111076,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T02:47:00+00:00,1.111076,1.111155,1.110764,1.110777,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T02:48:00+00:00,1.110777,1.110830,1.110485,1.110557,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T02:49:00+00:00,1.110557,1.110582,1.110443,1.110504,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T02:50:00+00:00,1.110504,1.110520,1.110271,1.110323,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T02:51:00+00:00,1.110323,1.110417,1.110102,1.110153,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T02:52:00+00:00,1.110153,1.110246,1.109979,1.110081,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T02:53:00+00:00,1.110081,1.110093,1.109855,1.109924,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T02:54:00+00:00,1.109924,1.110044,1.109792,1.109841,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T02:55:00+00:00,1.109841,1.109922,1.109516,1.109609,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T02:56:00+00:00,1.109609,1.109723,1.109324,1.109356,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T02:57:00+00:00,1.109356,1.109390,1.109272,1.109366,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T02:58:00+00:00,1.109366,1.109438,1.109308,1.109342,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T02:59:00+00:00,1.109342,1.109371,1.109194,1.109271,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T03:00:00+00:00,1.109271,1.109363,1.109070,1.109092,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T03:01:00+00:00,1.109092,1.109284,1.109080,1.109262,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T03:02:00+00:00,1.109262,1.109307,1.108956,1.109040,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T03:03:00+00:00,1.109040,1.109323,1.109022,1.109234,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T03:04:00+00:00,1.109234,1.109381,1.109155,1.109295,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T03:05:00+00:00,1.109295,1.109669,1.109219,1.109565,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T03:06:00+00:00,1.109565,1.109825,1.109447,1.109802,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T03:07:00+00:00,1.109802,1.110000,1.109751,1.109943,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T03:08:00+00:00,1.109943,1.110020,1.109895,1.109954,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T03:09:00+00:00,1.109954,1.110224,1.109839,1.110203,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T03:10:00+00:00,1.110203,1.110283,1.110033,1.110134,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T03:11:00+00:00,1.110134,1.110294,1.110018,1.110203,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T03:12:00+00:00,1.110203,1.110243,1.110071,1.110170,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T03:13:00+00:00,1.110170,1.110227,1.110020,1.110110,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T03:14:00+00:00,1.110110,1.110173,1.110007,1.110134,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T03:15:00+00:00,1.110134,1.110301,1.110097,1.110194,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T03:16:00+00:00,1.110194,1.110255,1.110085,1.110163,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T03:17:00+00:00,1.110163,1.110266,1.110100,1.110130,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T03:18:00+00:00,1.110130,1.110164,1.110016,1.110114,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T03:19:00+00:00,1.110114,1.110201,1.109879,1.109919,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T03:20:00+00:00,1.109919,1.110051,1.109805,1.110040,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T03:21:00+00:00,1.110040,1.110155,1.109946,1.110092,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T03:22:00+00:00,1.110092,1.110177,1.109972,1.110053,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T03:23:00+00:00,1.110053,1.110073,1.109647,1.109681,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T03:24:00+00:00,1.109681,1.109767,1.109470,1.109514,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T03:25:00+00:00,1.109514,1.109583,1.109141,1.109198,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T03:26:00+00:00,1.109198,1.109290,1.108873,1.108919,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T03:27:00+00:00,1.108919,1.108957,1.108643,1.108667,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T03:28:00+00:00,1.108667,1.108698,1.108319,1.108342,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T03:29:00+00:00,1.108342,1.108372,1.107872,1.107905,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T03:30:00+00:00,1.107905,1.107969,1.107530,1.107620,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T03:31:00+00:00,1.107620,1.107661,1.107506,1.107527,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T03:32:00+00:00,1.107527,1.107558,1.107238,1.107273,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T03:33:00+00:00,1.107273,1.107342,1.107019,1.107059,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T03:34:00+00:00,1.107059,1.107176,1.106796,1.106867,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T03:35:00+00:00,1.106867,1.106973,1.106589,1.106653,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T03:36:00+00:00,1.106653,1.106759,1.106344,1.106417,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T03:37:00+00:00,1.106417,1.106448,1.106119,1.106135,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T03:38:00+00:00,1.106135,1.106249,1.105964,1.106027,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T03:39:00+00:00,1.106027,1.106045,1.105892,1.105972,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T03:40:00+00:00,1.105972,1.105988,1.105753,1.105779,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T03:41:00+00:00,1.105779,1.105898,1.105604,1.105627,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T03:42:00+00:00,1.105627,1.105721,1.105479,1.105556,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T03:43:00+00:00,1.105556,1.105638,1.105496,1.105570,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T03:44:00+00:00,1.105570,1.105629,1.105400,1.105504,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T03:45:00+00:00,1.105504,1.105724,1.105427,1.105646,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T03:46:00+00:00,1.105646,1.105790,1.105531,1.105699,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T03:47:00+00:00,1.105699,1.105881,1.105672,1.105798,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T03:48:00+00:00,1.105798,1.106000,1.105780,1.105970,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T03:49:00+00:00,1.105970,1.106282,1.105928,1.106206,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T03:50:00+00:00,1.106206,1.106358,1.106119,1.106322,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T03:51:00+00:00,1.106322,1.106488,1.106210,1.106402,100,true
SYNTHETIC_EUR_USD,1m,2025-01-01T03:52:00+00:00,1.106402,1.106499,1.106317,1.106396,100,true
